example_id,sentence,source_text,source_norm,source_type,relation,target_text,target_norm,target_type
275,"Echinacoside reduced the cognitive deficits and amyloid deposition , and it reversed the cortical cholinergic dysfunction that was caused by Abeta 1-42 in rats .",Echinacoside,echinacoside,drug,treatment_for,cognitive deficits,cognitive deficits,disease
275,"Echinacoside reduced the cognitive deficits and amyloid deposition , and it reversed the cortical cholinergic dysfunction that was caused by Abeta 1-42 in rats .",Echinacoside,echinacoside,drug,treatment_for,amyloid deposition,amyloid deposition,disease
275,"Echinacoside reduced the cognitive deficits and amyloid deposition , and it reversed the cortical cholinergic dysfunction that was caused by Abeta 1-42 in rats .",Echinacoside,echinacoside,drug,treatment_for,cortical cholinergic dysfunction,cortical cholinergic dysfunction,disease
275,"Echinacoside reduced the cognitive deficits and amyloid deposition , and it reversed the cortical cholinergic dysfunction that was caused by Abeta 1-42 in rats .",Abeta 1-42,abeta 1-42,gene,risk_factor_of,cortical cholinergic dysfunction,cortical cholinergic dysfunction,disease
277,"Therefore , we suggest that echinacoside ameliorated cognitive dysfunction that was caused by Abeta 1-42 by blocking amyloid deposition via inhibiting amyloid oligomerization and reversing the cortical cholinergic neuronal function via decreasing amyloid neurotoxicity .",echinacoside,echinacoside,drug,treatment_for,cognitive dysfunction,cognitive dysfunction,disease
277,"Therefore , we suggest that echinacoside ameliorated cognitive dysfunction that was caused by Abeta 1-42 by blocking amyloid deposition via inhibiting amyloid oligomerization and reversing the cortical cholinergic neuronal function via decreasing amyloid neurotoxicity .",echinacoside,echinacoside,drug,treatment_for,amyloid neurotoxicity,amyloid neurotoxicity,disease
277,"Therefore , we suggest that echinacoside ameliorated cognitive dysfunction that was caused by Abeta 1-42 by blocking amyloid deposition via inhibiting amyloid oligomerization and reversing the cortical cholinergic neuronal function via decreasing amyloid neurotoxicity .",Abeta 1-42,abeta 1-42,gene,risk_factor_of,cognitive dysfunction,cognitive dysfunction,disease
280,Accuracy may be improved by use of imaging and cerebrospinal fluid ( CSF ) biomarkers .,CSF,csf,other,abbreviation_for,cerebrospinal fluid,cerebrospinal fluid,other
281,"Structural neuroimaging is recommended for most patients , not just to identify potentially reversible surgical pathology , but also to detect vascular changes and patterns of cerebral atrophy .",Structural neuroimaging,structural neuroimaging,method,help_diagnose,cerebral atrophy,cerebral atrophy,disease
282,Functional imaging can help to confirm neurodegeneration and to distinguish dementia subtypes when structural imaging has been inconclusive .,Functional imaging,functional imaging,method,help_diagnose,neurodegeneration,neurodegeneration,disease
282,Functional imaging can help to confirm neurodegeneration and to distinguish dementia subtypes when structural imaging has been inconclusive .,Functional imaging,functional imaging,method,help_diagnose,dementia,dementia,disease
284,"A combination of low CSF amyloid beta1-42 and high CSF total-tau or phospho-tau also has high predictive power for AD pathology , but diagnostic usefulness decreases with age because of the increased prevalence of AD-type pathology in non-demented people .",amyloid beta1-42,amyloid beta1-42,gene,help_diagnose,AD,ad,disease
284,"A combination of low CSF amyloid beta1-42 and high CSF total-tau or phospho-tau also has high predictive power for AD pathology , but diagnostic usefulness decreases with age because of the increased prevalence of AD-type pathology in non-demented people .",CSF total-tau,csf total-tau,gene,help_diagnose,AD,ad,disease
284,"A combination of low CSF amyloid beta1-42 and high CSF total-tau or phospho-tau also has high predictive power for AD pathology , but diagnostic usefulness decreases with age because of the increased prevalence of AD-type pathology in non-demented people .",phospho-tau,phospho-tau,gene,help_diagnose,AD,ad,disease
288,"Tau is known for its pathological role in neurodegenerative diseases , including Alzheimer's disease ( AD ) and other tauopathies .",Alzheimer's disease,alzheimer's disease,disease,hyponym_of,neurodegenerative diseases,neurodegenerative diseases,disease
288,"Tau is known for its pathological role in neurodegenerative diseases , including Alzheimer's disease ( AD ) and other tauopathies .",AD,ad,disease,abbreviation_for,Alzheimer's disease,alzheimer's disease,disease
291,"Here , we reveal that tau localises to the nucleolus in undifferentiated and differentiated neuroblastoma cells ( SHSY5Y ) , where it associates with TIP5 , a key player in heterochromatin stability and ribosomal DNA ( rDNA ) transcriptional repression .",tau,tau,gene,associated_with,TIP5,tip5,gene
291,"Here , we reveal that tau localises to the nucleolus in undifferentiated and differentiated neuroblastoma cells ( SHSY5Y ) , where it associates with TIP5 , a key player in heterochromatin stability and ribosomal DNA ( rDNA ) transcriptional repression .",tau,tau,gene,associated_with,ribosomal,ribosomal,gene
291,"Here , we reveal that tau localises to the nucleolus in undifferentiated and differentiated neuroblastoma cells ( SHSY5Y ) , where it associates with TIP5 , a key player in heterochromatin stability and ribosomal DNA ( rDNA ) transcriptional repression .",rDNA,rdna,gene,abbreviation_for,ribosomal,ribosomal,gene
291,"Here , we reveal that tau localises to the nucleolus in undifferentiated and differentiated neuroblastoma cells ( SHSY5Y ) , where it associates with TIP5 , a key player in heterochromatin stability and ribosomal DNA ( rDNA ) transcriptional repression .",rDNA,rdna,gene,abbreviation_for,ribosomal DNA,ribosomal dna,gene
293,"Depletion of tau results in an increase in rDNA transcription with an associated decrease in heterochromatin and DNA methylation , suggesting that under normal conditions tau is involved in silencing of the rDNA .",tau,tau,gene,associated_with,heterochromatin,heterochromatin,gene
293,"Depletion of tau results in an increase in rDNA transcription with an associated decrease in heterochromatin and DNA methylation , suggesting that under normal conditions tau is involved in silencing of the rDNA .",tau,tau,gene,associated_with,DNA,dna,gene
293,"Depletion of tau results in an increase in rDNA transcription with an associated decrease in heterochromatin and DNA methylation , suggesting that under normal conditions tau is involved in silencing of the rDNA .",tau,tau,gene,associated_with,DNA methylation,dna methylation,other
293,"Depletion of tau results in an increase in rDNA transcription with an associated decrease in heterochromatin and DNA methylation , suggesting that under normal conditions tau is involved in silencing of the rDNA .",rDNA,rdna,gene,associated_with,DNA methylation,dna methylation,other
293,"Depletion of tau results in an increase in rDNA transcription with an associated decrease in heterochromatin and DNA methylation , suggesting that under normal conditions tau is involved in silencing of the rDNA .",tau,tau,gene,associated_with,rDNA,rdna,gene
294,"Cellular stress induced by glutamate causes nucleolar stress associated with the redistribution of nucleolar non-phosphorylated tau , in a similar manner to fibrillarin , and nuclear upsurge of phosphorylated tau ( Thr231 ) which doesn't colocalise with fibrillarin or nucleolar tau .",glutamate,glutamate,drug,associated_with,tau,tau,gene
294,"Cellular stress induced by glutamate causes nucleolar stress associated with the redistribution of nucleolar non-phosphorylated tau , in a similar manner to fibrillarin , and nuclear upsurge of phosphorylated tau ( Thr231 ) which doesn't colocalise with fibrillarin or nucleolar tau .",glutamate,glutamate,drug,risk_factor_of,nucleolar stress,nucleolar stress,disease
294,"Cellular stress induced by glutamate causes nucleolar stress associated with the redistribution of nucleolar non-phosphorylated tau , in a similar manner to fibrillarin , and nuclear upsurge of phosphorylated tau ( Thr231 ) which doesn't colocalise with fibrillarin or nucleolar tau .",nucleolar stress,nucleolar stress,disease,associated_with,tau,tau,gene
294,"Cellular stress induced by glutamate causes nucleolar stress associated with the redistribution of nucleolar non-phosphorylated tau , in a similar manner to fibrillarin , and nuclear upsurge of phosphorylated tau ( Thr231 ) which doesn't colocalise with fibrillarin or nucleolar tau .",Thr231,thr231,gene,abbreviation_for,tau,tau,gene
297,Soluble phospho-tau from Alzheimer's disease hippocampus drives microglial degeneration .,Soluble phospho-tau,soluble phospho-tau,gene,risk_factor_of,microglial degeneration,microglial degeneration,disease
298,The role of microglial cells in the development and progression of Alzheimer's disease ( AD ) has not been elucidated .,AD,ad,disease,abbreviation_for,Alzheimer's disease,alzheimer's disease,disease
305,"Because the phagocytic capacity of microglial cells is highly induced by apoptotic signals in the affected neurons , we postulate that accumulation of intraneuronal soluble phospho-tau might trigger microglial degeneration in the AD hippocampus .",accumulation of intraneuronal soluble phospho-tau,accumulation of intraneuronal soluble phospho-tau,other,risk_factor_of,microglial degeneration,microglial degeneration,disease
308,The multi-target-directed ligands have been regarded as the promising multifunctional agents for the treatment of Alzheimer's disease ( AD ) .,multi-target-directed ligands,multi-target-directed ligands,method,treatment_for,Alzheimer's disease,alzheimer's disease,disease
308,The multi-target-directed ligands have been regarded as the promising multifunctional agents for the treatment of Alzheimer's disease ( AD ) .,AD,ad,disease,abbreviation_for,Alzheimer's disease,alzheimer's disease,disease
318,"Alzheimer's disease ( AD ) is a progressive and deadly neurodegenerative disease that is characterized by memory loss , cognitive impairment and dementia .",Alzheimer's disease,alzheimer's disease,disease,hyponym_of,neurodegenerative disease,neurodegenerative disease,disease
318,"Alzheimer's disease ( AD ) is a progressive and deadly neurodegenerative disease that is characterized by memory loss , cognitive impairment and dementia .",AD,ad,disease,abbreviation_for,Alzheimer's disease,alzheimer's disease,disease
318,"Alzheimer's disease ( AD ) is a progressive and deadly neurodegenerative disease that is characterized by memory loss , cognitive impairment and dementia .",memory loss,memory loss,disease,characteristic_of,Alzheimer's disease,alzheimer's disease,disease
318,"Alzheimer's disease ( AD ) is a progressive and deadly neurodegenerative disease that is characterized by memory loss , cognitive impairment and dementia .",cognitive impairment,cognitive impairment,disease,characteristic_of,Alzheimer's disease,alzheimer's disease,disease
318,"Alzheimer's disease ( AD ) is a progressive and deadly neurodegenerative disease that is characterized by memory loss , cognitive impairment and dementia .",dementia,dementia,disease,characteristic_of,Alzheimer's disease,alzheimer's disease,disease
321,"Currently , only a few drugs , which function as acetylcholinesterase ( AChE ) inhibitors or N-methyl-Daspartate ( NMDA ) receptor antagonists , are available to alleviate symptoms .",NMDA,nmda,drug,abbreviation_for,N-methyl-Daspartate,n-methyl-daspartate,drug
